,Review_title,Review_text,Ratings
9854,Must buy!,This watch was awesome 👍👍.the battery backup of watch is for 1week or more. Tracking device is work excellent .it measures my heart beat and steps etc. Very well. I am very happy for buying this watch value for money at this range it was awesome 😎😎 thank you Flipkart 😍😍😍no doubt just go go for it.....🤪🤪,5
9855,Super!,"Nice watch' good deal thnx Flipkart
I need one more at this price over all experience is good battery 🔋 is very good looking premium",5
9856,Good choice,"I am using it from a day. It's really good looking, nice flexible straps, spo2 BPM and walking are very accurate. BP doesn't seem so. Rest features are awesome n superbly working. Calling feature, speaker, music all are very good. Value for money choice..",4
9857,Mind-blowing purchase,"Best calling enabled watch in the price range.
Calling quality is too good.
Mic is audible and clear.
Speaker is loud and clear.
SPO2 quite accurate.
Feels light in weight.
Band quality is good and easily replaceable.
Display is fine and responsive.
Customized watch face available.
Notification time is quite good.
Vibration is good.

Best value for money deal in the segment.",5
9858,Excellent,"Great product with awesome features...!!!
Received product yesterday. Thanks Flipkart for fast delivery.
I think this is the first review of this product.
Product is very good in all aspects. Good in looks, design, display and performance. Packing is also attractive and product is value for money.",5
9859,Terrific purchase,"Fire Boltt Talk is a superb watch. I m amazed to see a lot of good features at such an affordable price especially the calling feature. Its very easy, all u need to do is connect it to the app and then do manual pairing in phone s bluetooth settings.",5
9860,Must buy!,"Best quality and super features ...
Realy nyc product for every one..
Health is wealth.... Super smart watch",5
9861,Not recommended at all,"Beware of minor things that will bug you eventually:
1. Music - does not display song name
2. Music - can not change volume
3. Sports - Very limited sports mode. Yoga is missing (come on we are in India)
4. Sports - swimming mode missing becoz watch is not waterproof (it is water resistant, there is a difference)
5. Watchfaces - most watchfaces are dull, unattractive, and less creative.
6. Watchfaces - not a single watchface showing weather details is available.
7. Google fit sync does not wo...
READ MORE",1
9862,Just wow!,I'm fully satisfying with this product. It's also stylish & round shape makes this classy. Calling quality is also is a remarkable in this phone. Sound is remarkably louder than I thaught. Display quality is also good. But it have to handle carefully during heavy rain cause it's not waterproof purely. Plus I can listen songs makes me happy. Backup timing lill disappointing.. But... Over all in this price range it's a great deal.,5
9863,Terrible product,"Despite having MI5 band, got tempted to buy this as I was looking for BT calling option. They replaced my first item as there was lot of echo and disturbance. Second time it is better but still I don't see it useful and does not serve the purpose.

1) with calling option enabled all time, battery will last max 2 days
2) not happy with BT call, it is not clear, suddenly become noisy
3) belt is not comfortable, feels itching
4) no return policy, only replacement
5) doesn't look like water proof...
READ MORE",1
9864,Wonderful,"Review after 7 days of use.. Battery is at 40% from the full charge with calling feature Off. BP, HR, SP02 works well.. You cant cotrol music volume. and i cant silent the incoming voice call using watch. Build is Sturdy coz of metal casing. And its somehow heavy to wear. You get almost 200 of watchfaces in the app.",4
9865,Super!,"Nice watch' good deal thnx Flipkart
I need one more at this price over all experience is good battery 🔋 is very good looking premium",5
9866,Good choice,"I am using it from a day. It's really good looking, nice flexible straps, spo2 BPM and walking are very accurate. BP doesn't seem so. Rest features are awesome n superbly working. Calling feature, speaker, music all are very good. Value for money choice..",4
9867,Mind-blowing purchase,"Best calling enabled watch in the price range.
Calling quality is too good.
Mic is audible and clear.
Speaker is loud and clear.
SPO2 quite accurate.
Feels light in weight.
Band quality is good and easily replaceable.
Display is fine and responsive.
Customized watch face available.
Notification time is quite good.
Vibration is good.

Best value for money deal in the segment.",5
9868,Excellent,"Great product with awesome features...!!!
Received product yesterday. Thanks Flipkart for fast delivery.
I think this is the first review of this product.
Product is very good in all aspects. Good in looks, design, display and performance. Packing is also attractive and product is value for money.",5
9869,Terrific purchase,"Fire Boltt Talk is a superb watch. I m amazed to see a lot of good features at such an affordable price especially the calling feature. Its very easy, all u need to do is connect it to the app and then do manual pairing in phone s bluetooth settings.",5
9870,Must buy!,"Best quality and super features ...
Realy nyc product for every one..
Health is wealth.... Super smart watch",5
9871,Not recommended at all,"Beware of minor things that will bug you eventually:
1. Music - does not display song name
2. Music - can not change volume
3. Sports - Very limited sports mode. Yoga is missing (come on we are in India)
4. Sports - swimming mode missing becoz watch is not waterproof (it is water resistant, there is a difference)
5. Watchfaces - most watchfaces are dull, unattractive, and less creative.
6. Watchfaces - not a single watchface showing weather details is available.
7. Google fit sync does not wo...
READ MORE",1
9872,Just wow!,I'm fully satisfying with this product. It's also stylish & round shape makes this classy. Calling quality is also is a remarkable in this phone. Sound is remarkably louder than I thaught. Display quality is also good. But it have to handle carefully during heavy rain cause it's not waterproof purely. Plus I can listen songs makes me happy. Backup timing lill disappointing.. But... Over all in this price range it's a great deal.,5
9873,Terrible product,"Despite having MI5 band, got tempted to buy this as I was looking for BT calling option. They replaced my first item as there was lot of echo and disturbance. Second time it is better but still I don't see it useful and does not serve the purpose.

1) with calling option enabled all time, battery will last max 2 days
2) not happy with BT call, it is not clear, suddenly become noisy
3) belt is not comfortable, feels itching
4) no return policy, only replacement
5) doesn't look like water proof...
READ MORE",1
